dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-11-17,2025-11-17 21:48:56,CUST000000276694,765122,1,2000000320434,1,INR,22829,24%,3126,app,
2025-11-17,2025-11-17 21:48:56,CUST000000276694,765122,2,2000000338187,Two,INR,16965,0%,6108,app,
2025-11-17,2025-11-17 14:11:08,CUST000000069138,765123,1,2000000175935,1,INR,2405,11%,257,web,
2025-11-17,2025-11-17 14:11:08,CUST000000069138,765123,2,2000000047263,1,INR,584,0%,70,web,
2025-11-17,2025-11-17 15:51:47,CUST000000016084,765124,1,2000000363936,1,INR,11237,15%,1142,app,
2025-11-17,2025-11-17 20:53:55,CUST000000112357,765125,1,2000000269641,3,CAD,16,8%,3,web,PRIME5
2025-11-17,2025-11-17 06:14:19,CUST000000033605,765126,1,2000000415611,Two,INR,3039,5%,694,app,
2025-11-17,2025-11-17 06:14:19,CUST000000033605,765126,2,2000000291079,1,INR,537,9%,25,app,
2025-11-17,2025-11-17 03:52:26,CUST000000172149,765127,1,2000000381398,1,SGD,1367,8%,226,app,
2025-11-17,2025-11-17 21:55:57,CUST000000005617,765128,1,2000000065168,1,INR,3685,18%,364,app,
2025-11-17,2025-11-17 21:39:13,CUST000000141463,765129,1,2000000104218,1,AED,435,10%,48,app,FEST20
2025-11-17,2025-11-17 21:39:13,CUST000000141463,765129,2,2000000191461,1,AED,61,8%,7,app,FEST20
2025-11-17,2025-11-17 12:43:16,CUST000000027554,765130,1,2000000086873,1,INR,14064,17%,1398,app,
2025-11-17,2025-11-17 12:47:44,CUST000000085302,765131,1,2000000094779,3,GBP,61,4%,22,web,FEST20
2025-11-17,2025-11-17 01:25:46,CUST000000189007,765132,1,2000000099101,1,USD,$821,14%,85,app,
2025-11-17,2025-11-17 01:25:46,CUST000000189007,765132,2,2000000103006,Two,USD,$97,5%,23,app,
2025-11-17,2025-11-17 06:22:51,CUST000000139936,765133,1,2000000101217,1,INR,17183,17%,2578,app,NEW10
2025-11-17,2025-11-17 22:32:59,CUST000000077373,765134,1,2000000246796,4,USD,$29,7%,20,app,NEW10
2025-11-17,2025-11-17 22:32:59,CUST000000077373,765134,2,2000000069302,1,USD,$45,21%,5,app,NEW10
2025-11-17,2025-11-17 08:21:52,CUST000000201503,765135,1,2000000202051,1,CAD,161,6%,19,app,
2025-11-17,2025-11-17 18:58:04,CUST000000206858,765136,1,2000000403717,Two,INR,41815,7%,3908,web,NEW10
2025-11-17,2025-11-17 18:58:04,CUST000000206858,765136,2,2000000061481,4,INR,1687,9%,1109,web,NEW10
2025-11-17,2025-11-17 13:24:20,CUST000000112131,765137,1,2000000232980,3,INR,4614,8%,2298,app,FEST20
2025-11-17,2025-11-17 11:58:01,CUST000000180219,765138,1,2000000256870,1,GBP,18,0%,3,app,
2025-11-17,2025-11-17 02:18:35,CUST000000149075,765139,1,2000000421957,4,INR,3091,18%,509,app,
