dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-11-13,2025-11-13 19:38:57,CUST000000118896,761275,1,2000000240398,Two,INR,2442,16%,492,web,PRIME5
2025-11-13,2025-11-13 19:38:57,CUST000000118896,761275,2,2000000390703,1,INR,4356,3%,211,web,PRIME5
2025-11-13,2025-11-13 14:55:23,CUST000000037948,761276,1,2000000357867,3,INR,2345,7%,327,app,PRIME5
2025-11-13,2025-11-13 12:53:29,CUST000000024305,761277,1,2000000353463,1,AUD,1426,0%,172,app,
2025-11-13,2025-11-13 00:44:57,CUST000000040669,761278,1,2000000362380,Two,INR,63146,4%,14613,web,PRIME5
2025-11-13,2025-11-13 00:44:57,CUST000000040669,761278,2,2000000066325,1,INR,906,10%,41,web,PRIME5
2025-11-13,2025-11-13 15:12:35,CUST000000259812,761279,1,2000000281827,1,SGD,70,0%,9,app,
2025-11-13,2025-11-13 01:42:29,CUST000000183705,761280,1,2000000350974,1,INR,58584,18%,2415,app,
2025-11-13,2025-11-13 01:42:29,CUST000000183705,761280,2,2000000202983,1,INR,2215,16%,225,app,
2025-11-13,2025-11-13 09:13:37,CUST000000203648,761281,1,2000000085098,Two,INR,3355,8%,1109,app,FEST20
2025-11-13,2025-11-13 09:13:37,CUST000000203648,761281,2,2000000208473,1,INR,2771,0%,499,app,FEST20
2025-11-13,2025-11-13 18:16:17,CUST000000253719,761282,1,2000000118079,1,INR,33275,1%,3963,web,
2025-11-13,2025-11-13 18:16:17,CUST000000253719,761282,2,2000000256955,1,INR,14620,18%,1435,web,
2025-11-13,2025-11-13 14:33:07,CUST000000005022,761283,1,2000000142135,Two,INR,2911,17%,578,app,PRIME5
2025-11-13,2025-11-13 14:33:07,CUST000000005022,761283,2,2000000069005,3,INR,844,10%,274,app,PRIME5
2025-11-13,2025-11-13 14:33:07,CUST000000005022,761283,3,2000000275017,1,INR,3555,7%,397,app,PRIME5
2025-11-13,2025-11-13 10:21:30,CUST000000028449,761284,1,2000000446455,1,CAD,89,0%,5,web,
2025-11-13,2025-11-13 17:08:06,CUST000000277029,761285,1,2000000249964,1,INR,1821,5%,207,web,
2025-11-13,2025-11-13 17:08:06,CUST000000277029,761285,2,2000000227719,1,INR,321,5%,37,web,
2025-11-13,2025-11-13 23:01:03,CUST000000111301,761286,1,2000000411668,Two,INR,10293,10%,931,app,
2025-11-13,2025-11-13 15:20:41,CUST000000107353,761287,1,2000000419985,1,INR,1534,10%,165,app,
2025-11-13,2025-11-13 21:35:58,CUST000000197961,761288,1,2000000089522,1,USD,$6,11%,1,web,
2025-11-13,2025-11-13 23:14:10,CUST000000009520,761289,1,2000000240466,Two,INR,3354,21%,959,app,FEST20
2025-11-13,2025-11-13 12:03:56,CUST000000048240,761290,1,2000000483788,Two,AUD,125,13%,11,web,
2025-11-13,2025-11-13 12:03:56,CUST000000048240,761290,2,2000000403533,1,AUD,180,17%,8,web,
2025-11-13,2025-11-13 12:03:56,CUST000000048240,761290,3,2000000084336,1,AUD,60,14%,7,web,
2025-11-13,2025-11-13 12:03:56,CUST000000048240,761290,4,2000000242569,1,AUD,17,12%,2,web,
2025-11-13,2025-11-13 12:30:40,CUST000000137548,761291,1,2000000467221,1,SGD,785,12%,83,app,
2025-11-13,2025-11-13 12:30:40,CUST000000137548,761291,2,2000000389097,1,SGD,1081,14%,112,app,
2025-11-13,2025-11-13 06:04:09,CUST000000218202,761292,1,2000000310817,3,INR,4674,15%,594,web,
2025-11-13,2025-11-13 20:11:05,CUST000000084285,761293,1,2000000451329,4,INR,41710,10%,7516,web,
2025-11-13,2025-11-13 19:50:12,CUST000000061754,761294,1,2000000122199,1,SGD,616,10%,67,web,
2025-11-13,2025-11-13 12:04:35,CUST000000011239,761295,1,2000000473864,Two,USD,$89,4%,9,web,
