dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-12-28,2025-12-28 07:01:33,CUST000000114425,808918,1,2000000285917,Two,INR,2674,19%,217,app,
2025-12-28,2025-12-28 07:01:33,CUST000000114425,808918,2,2000000447506,1,INR,88207,0%,4411,app,
2025-12-28,2025-12-28 21:25:21,CUST000000114224,808919,1,2000000232263,1,USD,$9,1%,1,app,NEW10
2025-12-28,2025-12-28 23:29:52,CUST000000193221,808920,1,2000000223322,4,INR,4955,12%,2105,web,PRIME5
2025-12-28,2025-12-28 23:29:52,CUST000000193221,808920,2,2000000272146,1,INR,20011,10%,2160,web,PRIME5
2025-12-28,2025-12-28 06:06:23,CUST000000240062,808921,1,2000000389202,1,INR,7144,11%,1148,web,FEST20
2025-12-28,2025-12-28 06:06:23,CUST000000240062,808921,2,2000000393285,1,INR,4446,17%,442,web,FEST20
2025-12-28,2025-12-28 09:05:12,CUST000000214280,808922,1,2000000463667,1,CAD,38,13%,7,web,FEST20
2025-12-28,2025-12-28 18:57:03,CUST000000035869,808923,1,2000000274669,1,AUD,29,7%,2,app,SAVE50
2025-12-28,2025-12-28 03:43:51,CUST000000175868,808924,1,2000000366715,1,AED,82,22%,8,web,
2025-12-28,2025-12-28 03:43:51,CUST000000175868,808924,2,2000000059389,1,AED,53,2%,3,web,
2025-12-28,2025-12-28 16:16:34,CUST000000247267,808925,1,2000000116266,3,GBP,33,10%,11,web,
2025-12-28,2025-12-28 21:08:58,CUST000000292603,808926,1,2000000033150,1,GBP,61,20%,9,app,PRIME5
2025-12-28,2025-12-28 21:08:58,CUST000000292603,808926,2,2000000416656,1,GBP,339,1%,17,app,PRIME5
2025-12-28,2025-12-28 21:08:58,CUST000000292603,808926,3,2000000096322,Two,GBP,18,1%,5,app,PRIME5
2025-12-28,2025-12-28 21:08:58,CUST000000292603,808926,4,2000000249537,1,GBP,890,2%,44,app,PRIME5
2025-12-28,2025-12-28 16:41:26,CUST000000070075,808927,1,2000000359366,Two,INR,4091,22%,1149,app,FEST20
2025-12-28,2025-12-28 18:05:39,CUST000000026218,808928,1,2000000293028,1,USD,$19,7%,1,web,
2025-12-28,2025-12-28 18:05:39,CUST000000026218,808928,2,2000000475561,1,USD,$1061,14%,110,web,
2025-12-28,2025-12-28 23:54:28,CUST000000223090,808929,1,2000000004624,1,INR,116,9%,13,web,FEST20
2025-12-28,2025-12-28 23:54:28,CUST000000223090,808929,2,2000000014302,Two,INR,909,14%,189,web,FEST20
2025-12-28,2025-12-28 23:54:28,CUST000000223090,808929,3,2000000061429,4,INR,43914,5%,8307,web,FEST20
2025-12-28,2025-12-28 00:47:01,CUST000000246343,808930,1,2000000363837,1,AUD,21,0%,3,web,
2025-12-28,2025-12-28 02:01:27,CUST000000025630,808931,1,2000000265636,1,AUD,33,13%,4,app,
2025-12-28,2025-12-28 02:01:27,CUST000000025630,808931,2,2000000482507,1,AUD,137,9%,7,app,
2025-12-28,2025-12-28 02:01:27,CUST000000025630,808931,3,2000000446684,1,AUD,1674,6%,285,app,
2025-12-28,2025-12-28 02:01:27,CUST000000025630,808931,4,2000000471273,Two,AUD,193,8%,65,app,
2025-12-28,2025-12-28 02:01:27,CUST000000025630,808931,5,2000000438344,1,AUD,136,0%,17,app,
2025-12-28,2025-12-28 21:27:39,CUST000000010931,808932,1,2000000368764,1,INR,3355,13%,350,web,
2025-12-28,2025-12-28 21:27:39,CUST000000010931,808932,2,2000000488820,4,INR,1400,0%,671,web,
2025-12-28,2025-12-28 12:12:38,CUST000000253863,808933,1,2000000417332,1,USD,$28,11%,4,app,NEW10
2025-12-28,2025-12-28 12:12:38,CUST000000253863,808933,2,2000000406268,1,USD,$44,11%,8,app,NEW10
2025-12-28,2025-12-28 12:12:38,CUST000000253863,808933,3,2000000020716,1,USD,$31,12%,2,app,NEW10
2025-12-28,2025-12-28 12:12:38,CUST000000253863,808933,4,2000000156828,Two,USD,$5,3%,1,app,NEW10
2025-12-28,2025-12-28 12:12:38,CUST000000253863,808933,5,2000000491554,Two,USD,$1348,17%,401,app,NEW10
2025-12-28,2025-12-28 01:32:13,CUST000000145061,808934,1,2000000067605,1,SGD,144,17%,15,app,
2025-12-28,2025-12-28 22:17:17,CUST000000026301,808935,1,2000000108506,Two,SGD,44,13%,10,app,
2025-12-28,2025-12-28 06:10:11,CUST000000219517,808936,1,2000000376332,1,INR,45834,12%,2016,web,PRIME5
2025-12-28,2025-12-28 18:33:51,CUST000000084527,808937,1,2000000446141,Two,USD,$491,4%,114,web,
2025-12-28,2025-12-28 00:13:34,CUST000000068196,808938,1,2000000070551,1,AED,74,17%,4,web,
2025-12-28,2025-12-28 00:13:34,CUST000000068196,808938,2,2000000423562,1,AED,480,11%,52,web,
