dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-11-08,2025-11-08 00:21:44,CUST000000166720,755881,1,2000000458052,1,USD,$11,9%,2,app,PRIME5
2025-11-08,2025-11-08 09:02:48,CUST000000110479,755882,1,2000000350882,1,INR,4843,2%,855,app,FEST20
2025-11-08,2025-11-08 12:54:00,CUST000000218034,755883,1,2000000181493,Two,INR,1192,1%,118,web,
2025-11-08,2025-11-08 12:54:00,CUST000000218034,755883,2,2000000253855,1,INR,1699,13%,74,web,
2025-11-08,2025-11-08 12:54:00,CUST000000218034,755883,3,2000000345680,1,INR,10062,4%,482,web,
2025-11-08,2025-11-08 15:56:21,CUST000000221464,755884,1,2000000283906,1,AED,443,0%,54,web,
2025-11-08,2025-11-08 15:56:21,CUST000000221464,755884,2,2000000023496,Two,AED,45,13%,10,web,
2025-11-08,2025-11-08 16:26:15,CUST000000063602,755885,1,2000000012247,Two,USD,$23,0%,6,web,
2025-11-08,2025-11-08 16:26:15,CUST000000063602,755885,2,2000000429779,Two,USD,$6,9%,1,web,
2025-11-08,2025-11-08 22:59:00,CUST000000008634,755886,1,2000000499291,1,AED,3718,6%,419,app,
2025-11-08,2025-11-08 22:59:00,CUST000000008634,755886,2,2000000171838,Two,AED,84,10%,19,app,
2025-11-08,2025-11-08 22:59:00,CUST000000008634,755886,3,2000000049083,Two,AED,4647,0%,465,app,
2025-11-08,2025-11-08 22:59:00,CUST000000008634,755886,4,2000000001326,1,AED,460,7%,22,app,
2025-11-08,2025-11-08 18:59:50,CUST000000095637,755887,1,2000000458458,1,INR,31006,9%,5097,web,PRIME5
2025-11-08,2025-11-08 18:59:50,CUST000000095637,755887,2,2000000419138,1,INR,1243,12%,197,web,PRIME5
2025-11-08,2025-11-08 06:11:02,CUST000000019366,755888,1,2000000065045,1,INR,1121,25%,101,web,
2025-11-08,2025-11-08 06:11:02,CUST000000019366,755888,2,2000000426778,1,INR,461,9%,51,web,
2025-11-08,2025-11-08 02:22:04,CUST000000028745,755889,1,2000000381541,1,INR,1733,18%,171,app,PRIME5
2025-11-08,2025-11-08 12:22:02,CUST000000000174,755890,1,2000000377513,1,USD,$59,5%,7,app,
2025-11-08,2025-11-08 10:32:07,CUST000000258492,755891,1,2000000247816,1,INR,1129,11%,121,app,NEW10
2025-11-08,2025-11-08 10:32:07,CUST000000258492,755891,2,2000000469904,1,INR,1347,3%,157,app,NEW10
2025-11-08,2025-11-08 06:46:53,CUST000000266225,755892,1,2000000042916,1,AUD,55,8%,7,web,FEST20
