dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-11-07,2025-11-07 22:17:24,CUST000000220878,755032,1,2000000252513,1,SGD,53,1%,3,app,
2025-11-07,2025-11-07 17:25:06,CUST000000280617,755033,1,2000000144306,1,AED,136,3%,16,app,FEST20
2025-11-07,2025-11-07 07:47:43,CUST000000172519,755034,1,2000000379166,1,INR,3135,14%,326,web,
2025-11-07,2025-11-07 07:47:43,CUST000000172519,755034,2,2000000120454,Two,INR,2584,14%,224,web,
2025-11-07,2025-11-07 07:00:52,CUST000000037846,755035,1,2000000202075,1,INR,13140,4%,631,app,NEW10
2025-11-07,2025-11-07 09:13:55,CUST000000042974,755036,1,2000000016955,3,AED,128,19%,38,app,
2025-11-07,2025-11-07 11:27:01,CUST000000168995,755037,1,2000000440781,1,INR,1413,1%,71,web,NEW10
2025-11-07,2025-11-07 11:04:30,CUST000000139587,755038,1,2000000316642,Two,USD,$40,18%,4,app,PRIME5
2025-11-07,2025-11-07 11:04:30,CUST000000139587,755038,2,2000000422442,1,USD,$12,1%,2,app,PRIME5
2025-11-07,2025-11-07 00:32:45,CUST000000262841,755039,1,2000000432823,1,AUD,1630,0%,82,app,
2025-11-07,2025-11-07 05:05:15,CUST000000126408,755040,1,2000000399362,1,INR,3099,6%,351,app,NEW10
2025-11-07,2025-11-07 05:05:15,CUST000000126408,755040,2,2000000047973,Two,INR,2134,7%,718,app,NEW10
2025-11-07,2025-11-07 19:19:10,CUST000000050246,755041,1,2000000299617,3,INR,2426,13%,1137,web,
2025-11-07,2025-11-07 19:19:10,CUST000000050246,755041,2,2000000445083,Two,INR,6050,16%,1227,web,
2025-11-07,2025-11-07 17:26:14,CUST000000198876,755042,1,2000000009384,3,INR,2788,16%,1264,app,
2025-11-07,2025-11-07 17:26:14,CUST000000198876,755042,2,2000000197531,1,INR,954,9%,105,app,
2025-11-07,2025-11-07 17:26:14,CUST000000198876,755042,3,2000000334530,Two,INR,1574,10%,513,app,
2025-11-07,2025-11-07 09:06:35,CUST000000157331,755043,1,2000000072401,4,AUD,107,11%,46,web,
2025-11-07,2025-11-07 09:06:35,CUST000000157331,755043,2,2000000273181,1,AUD,15,12%,1,web,
2025-11-07,2025-11-07 04:31:19,CUST000000125786,755044,1,2000000464350,1,AUD,33,13%,4,app,FEST20
2025-11-07,2025-11-07 08:01:48,CUST000000235037,755045,1,2000000090719,Two,INR,2201,12%,467,app,
2025-11-07,2025-11-07 18:10:50,CUST000000203665,755046,1,2000000147031,1,INR,4112,15%,630,app,
2025-11-07,2025-11-07 15:50:44,CUST000000271084,755047,1,2000000146133,Two,INR,8740,2%,2061,app,SAVE50
2025-11-07,2025-11-07 17:59:23,CUST000000274407,755048,1,2000000127002,1,GBP,27,25%,4,app,
2025-11-07,2025-11-07 19:17:02,CUST000000182284,755049,1,2000000455013,Two,INR,599,7%,134,app,FEST20
2025-11-07,2025-11-07 19:17:02,CUST000000182284,755049,2,2000000314174,1,INR,2544,11%,273,app,FEST20
2025-11-07,2025-11-07 19:17:02,CUST000000182284,755049,3,2000000221298,1,INR,365,11%,39,app,FEST20
2025-11-07,2025-11-07 19:17:02,CUST000000182284,755049,4,2000000047874,1,INR,3869,8%,428,app,FEST20
2025-11-07,2025-11-07 05:36:31,CUST000000042621,755050,1,2000000461526,1,INR,8989,8%,991,web,
2025-11-07,2025-11-07 05:36:31,CUST000000042621,755050,2,2000000207735,Two,INR,10278,2%,1012,web,
2025-11-07,2025-11-07 05:36:31,CUST000000042621,755050,3,2000000420189,1,INR,6449,15%,657,web,
2025-11-07,2025-11-07 23:22:30,CUST000000107658,755051,1,2000000188713,Two,INR,688,0%,166,app,
2025-11-07,2025-11-07 23:22:30,CUST000000107658,755051,2,2000000460819,1,INR,3594,14%,155,app,
2025-11-07,2025-11-07 00:46:53,CUST000000147482,755052,1,2000000162331,1,INR,1739,20%,251,web,
2025-11-07,2025-11-07 07:35:55,CUST000000080219,755053,1,2000000321998,1,INR,767,11%,35,web,
2025-11-07,2025-11-07 07:35:55,CUST000000080219,755053,2,2000000072050,1,INR,903,15%,39,web,
2025-11-07,2025-11-07 07:15:37,CUST000000005884,755054,1,2000000245508,4,INR,2895,8%,1283,web,
2025-11-07,2025-11-07 07:15:37,CUST000000005884,755054,2,2000000455808,1,INR,42338,11%,4507,web,
2025-11-07,2025-11-07 07:15:37,CUST000000005884,755054,3,2000000426914,1,INR,297,13%,13,web,
2025-11-07,2025-11-07 09:07:41,CUST000000059136,755055,1,2000000032535,1,GBP,96,8%,11,app,
2025-11-07,2025-11-07 09:07:41,CUST000000059136,755055,2,2000000409269,3,GBP,21,0%,4,app,
2025-11-07,2025-11-07 09:02:06,CUST000000229057,755056,1,2000000294384,1,INR,4219,3%,493,web,SAVE50
2025-11-07,2025-11-07 05:39:41,CUST000000033444,755057,1,2000000112787,1,INR,3066,5%,351,web,
2025-11-07,2025-11-07 02:54:05,CUST000000291698,755058,1,2000000338491,Two,AUD,18,15%,2,web,
2025-11-07,2025-11-07 02:54:05,CUST000000291698,755058,2,2000000349091,Two,AUD,3,15%,1,web,
2025-11-07,2025-11-07 01:15:24,CUST000000099979,755059,1,2000000398761,4,GBP,12,10%,8,app,
2025-11-07,2025-11-07 07:47:26,CUST000000240941,755060,1,2000000389127,Two,INR,2865,5%,654,app,
2025-11-07,2025-11-07 07:47:26,CUST000000240941,755060,2,2000000302300,Two,INR,2317,14%,480,app,
2025-11-07,2025-11-07 07:47:26,CUST000000240941,755060,3,2000000458267,1,INR,787,8%,88,app,
2025-11-07,2025-11-07 07:33:20,CUST000000050554,755061,1,2000000254739,1,INR,4304,0%,775,app,PRIME5
2025-11-07,2025-11-07 10:35:57,CUST000000005642,755062,1,2000000404370,1,INR,2915,0%,350,web,
2025-11-07,2025-11-07 10:35:57,CUST000000005642,755062,2,2000000276441,1,INR,33557,7%,3750,web,
2025-11-07,2025-11-07 10:35:57,CUST000000005642,755062,3,2000000031811,1,INR,45986,0%,5519,web,
2025-11-07,2025-11-07 10:35:57,CUST000000005642,755062,4,2000000365985,1,INR,2564,4%,295,web,
2025-11-07,2025-11-07 09:15:59,CUST000000291915,755063,1,2000000397733,1,AUD,49,14%,6,web,PRIME5
2025-11-07,2025-11-07 03:17:08,CUST000000095694,755064,1,2000000301945,1,INR,5279,6%,894,web,SAVE50
2025-11-07,2025-11-07 11:28:54,CUST000000266151,755065,1,2000000442099,1,INR,1453,0%,262,web,FEST20
2025-11-07,2025-11-07 10:44:31,CUST000000240893,755066,1,2000000495040,4,INR,79962,10%,14464,web,
2025-11-07,2025-11-07 10:44:31,CUST000000240893,755066,2,2000000224893,1,INR,2954,0%,355,web,
2025-11-07,2025-11-07 08:16:51,CUST000000103093,755067,1,2000000158754,Two,INR,1809,0%,435,app,
2025-11-07,2025-11-07 08:16:51,CUST000000103093,755067,2,2000000219097,1,INR,13439,11%,1428,app,
2025-11-07,2025-11-07 16:30:46,CUST000000196443,755068,1,2000000311739,1,USD,$3,16%,1,app,FEST20
2025-11-07,2025-11-07 07:49:20,CUST000000040248,755069,1,2000000375977,Two,INR,3724,21%,294,app,
2025-11-07,2025-11-07 13:29:41,CUST000000271110,755070,1,2000000369617,1,CAD,3,8%,1,web,SAVE50
2025-11-07,2025-11-07 23:11:09,CUST000000230816,755071,1,2000000162638,1,INR,6401,15%,274,app,
2025-11-07,2025-11-07 01:10:55,CUST000000079986,755072,1,2000000252681,1,USD,$41,4%,2,app,NEW10
2025-11-07,2025-11-07 17:29:41,CUST000000054634,755073,1,2000000051031,1,GBP,86,15%,9,app,
2025-11-07,2025-11-07 04:38:00,CUST000000258779,755074,1,2000000242453,1,AUD,18,15%,1,web,FEST20
2025-11-07,2025-11-07 04:38:00,CUST000000258779,755074,2,2000000220987,1,AUD,327,0%,17,web,FEST20
2025-11-07,2025-11-07 11:17:19,CUST000000036571,755075,1,2000000269061,1,GBP,778,9%,86,app,
2025-11-07,2025-11-07 12:22:43,CUST000000228664,755076,1,2000000204727,1,INR,1274,2%,63,app,
2025-11-07,2025-11-07 05:13:13,CUST000000058956,755077,1,2000000374932,3,USD,$64,21%,19,app,
2025-11-07,2025-11-07 10:51:14,CUST000000006105,755078,1,2000000078076,1,CAD,43,9%,5,app,
2025-11-07,2025-11-07 13:40:08,CUST000000050982,755079,1,2000000389639,1,CAD,219,12%,24,web,
2025-11-07,2025-11-07 13:40:08,CUST000000050982,755079,2,2000000368986,1,CAD,260,6%,13,web,
2025-11-07,2025-11-07 13:40:08,CUST000000050982,755079,3,2000000268422,Two,CAD,804,3%,188,web,
2025-11-07,2025-11-07 19:42:56,CUST000000249088,755080,1,2000000095226,1,INR,2332,15%,100,web,
2025-11-07,2025-11-07 02:28:19,CUST000000101835,755081,1,2000000119922,1,AED,189,10%,9,web,SAVE50
2025-11-07,2025-11-07 02:28:19,CUST000000101835,755081,2,2000000228228,Two,AED,1222,13%,255,web,SAVE50
2025-11-07,2025-11-07 22:04:20,CUST000000050758,755082,1,2000000265322,Two,INR,1273,15%,109,app,
2025-11-07,2025-11-07 19:30:15,CUST000000262032,755083,1,2000000465999,1,GBP,4,20%,1,web,FEST20
2025-11-07,2025-11-07 10:58:41,CUST000000258885,755084,1,2000000444963,1,INR,1258,15%,129,web,
2025-11-07,2025-11-07 10:58:41,CUST000000258885,755084,2,2000000369037,1,INR,9803,0%,491,web,
2025-11-07,2025-11-07 10:58:41,CUST000000258885,755084,3,2000000498287,1,INR,325,14%,51,web,
2025-11-07,2025-11-07 16:39:44,CUST000000121977,755085,1,2000000105994,1,INR,1346,12%,60,app,
2025-11-07,2025-11-07 16:39:44,CUST000000121977,755085,2,2000000447391,1,INR,3787,2%,186,app,
2025-11-07,2025-11-07 10:14:04,CUST000000045529,755086,1,2000000034843,Two,AUD,319,2%,32,app,PRIME5
2025-11-07,2025-11-07 10:47:23,CUST000000252506,755087,1,2000000468976,1,USD,$38,9%,5,app,
2025-11-07,2025-11-07 03:03:48,CUST000000046589,755088,1,2000000362441,Two,GBP,4,11%,1,app,
2025-11-07,2025-11-07 14:24:43,CUST000000263389,755089,1,2000000451497,1,USD,$190,15%,20,app,
2025-11-07,2025-11-07 16:03:52,CUST000000275825,755090,1,2000000055817,1,INR,967,10%,44,web,
2025-11-07,2025-11-07 16:03:52,CUST000000275825,755090,2,2000000234793,Two,INR,1763,0%,424,web,
2025-11-07,2025-11-07 16:03:52,CUST000000275825,755090,3,2000000420578,1,INR,8275,0%,414,web,
2025-11-07,2025-11-07 16:03:52,CUST000000275825,755090,4,2000000255538,1,INR,8746,12%,926,web,
2025-11-07,2025-11-07 10:39:34,CUST000000066319,755091,1,2000000217697,1,INR,756,0%,38,web,SAVE50
2025-11-07,2025-11-07 11:24:54,CUST000000260406,755092,1,2000000029573,1,SGD,1446,8%,67,web,
2025-11-07,2025-11-07 11:24:54,CUST000000260406,755092,2,2000000474540,3,SGD,58,12%,28,web,
2025-11-07,2025-11-07 11:24:54,CUST000000260406,755092,3,2000000118215,1,SGD,95,11%,11,web,
2025-11-07,2025-11-07 00:45:02,CUST000000108527,755093,1,2000000269450,3,INR,2624,4%,1359,app,
2025-11-07,2025-11-07 09:25:07,CUST000000105944,755094,1,2000000288888,1,GBP,27,3%,2,app,PRIME5
2025-11-07,2025-11-07 20:08:37,CUST000000010164,755095,1,2000000243009,1,USD,$44,0%,6,app,
2025-11-07,2025-11-07 00:37:54,CUST000000245766,755096,1,2000000112909,Two,AED,272,0%,28,app,FEST20
2025-11-07,2025-11-07 06:32:57,CUST000000288365,755097,1,2000000440446,Two,USD,$8,8%,1,app,NEW10
2025-11-07,2025-11-07 06:32:57,CUST000000288365,755097,2,2000000203027,1,USD,$118,3%,21,app,NEW10
