dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-11-16,2025-11-16 16:19:09,CUST000000265491,764101,1,2000000266619,1,INR,908,7%,43,web,
2025-11-16,2025-11-16 16:19:09,CUST000000265491,764101,2,2000000019314,Two,INR,13936,21%,1097,web,
2025-11-16,2025-11-16 16:19:09,CUST000000265491,764101,3,2000000244839,1,INR,1110,11%,50,web,
2025-11-16,2025-11-16 17:52:22,CUST000000246234,764102,1,2000000015224,1,INR,1102,11%,119,app,
2025-11-16,2025-11-16 00:03:46,CUST000000132016,764103,1,2000000051062,1,USD,$11,9%,1,app,
2025-11-16,2025-11-16 13:35:49,CUST000000247081,764104,1,2000000310572,Two,INR,525,8%,117,web,
2025-11-16,2025-11-16 23:22:06,CUST000000074998,764105,1,2000000026893,3,INR,11109,0%,5999,app,PRIME5
2025-11-16,2025-11-16 00:42:54,CUST000000088992,764106,1,2000000170060,1,INR,1819,18%,180,app,
2025-11-16,2025-11-16 00:42:54,CUST000000088992,764106,2,2000000302225,1,INR,1139,8%,53,app,
2025-11-16,2025-11-16 00:42:54,CUST000000088992,764106,3,2000000089355,Two,INR,65842,13%,5760,app,
2025-11-16,2025-11-16 00:14:21,CUST000000244345,764107,1,2000000391342,1,INR,2330,12%,246,app,
2025-11-16,2025-11-16 00:14:21,CUST000000244345,764107,2,2000000295299,1,INR,114356,10%,5172,app,
2025-11-16,2025-11-16 00:14:21,CUST000000244345,764107,3,2000000128450,1,INR,612,21%,25,app,
2025-11-16,2025-11-16 19:03:15,CUST000000095017,764108,1,2000000007557,1,AED,39,12%,2,web,
2025-11-16,2025-11-16 23:24:23,CUST000000298686,764109,1,2000000150574,Two,SGD,68,9%,15,app,NEW10
2025-11-16,2025-11-16 23:24:23,CUST000000298686,764109,2,2000000089775,1,SGD,46,9%,3,app,NEW10
2025-11-16,2025-11-16 02:41:22,CUST000000027550,764110,1,2000000293707,3,INR,5557,9%,1815,app,
2025-11-16,2025-11-16 02:41:22,CUST000000027550,764110,2,2000000472447,1,INR,4553,0%,547,app,
2025-11-16,2025-11-16 02:41:22,CUST000000027550,764110,3,2000000265827,1,INR,10455,17%,1047,app,
2025-11-16,2025-11-16 15:51:42,CUST000000208905,764111,1,2000000026145,1,INR,15576,11%,696,app,
2025-11-16,2025-11-16 10:05:07,CUST000000115543,764112,1,2000000122120,1,SGD,1814,3%,211,web,PRIME5
2025-11-16,2025-11-16 03:12:08,CUST000000298388,764113,1,2000000112824,Two,INR,668,12%,142,app,
2025-11-16,2025-11-16 03:12:08,CUST000000298388,764113,2,2000000292762,1,INR,4700,0%,562,app,
2025-11-16,2025-11-16 03:12:08,CUST000000298388,764113,3,2000000051109,1,INR,5509,4%,635,app,
2025-11-16,2025-11-16 03:12:08,CUST000000298388,764113,4,2000000465425,1,INR,53694,5%,6101,app,
