dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-05-02,2025-05-02 00:32:37,CUST000000141054,541612,1,2000000335056,1,INR,105165,25%,9429,app,
2025-05-02,2025-05-02 00:03:29,CUST000000036056,541613,1,2000000076454,3,USD,$20,4%,7,web,
2025-05-02,2025-05-02 22:40:24,CUST000000234265,541614,1,2000000229430,1,AED,20,3%,4,web,
2025-05-02,2025-05-02 07:50:18,CUST000000015145,541615,1,2000000072951,1,USD,$26,10%,3,web,FEST20
2025-05-02,2025-05-02 07:50:18,CUST000000015145,541615,2,2000000004884,1,USD,$24,9%,3,web,FEST20
2025-05-02,2025-05-02 07:50:18,CUST000000015145,541615,3,2000000113319,Two,USD,$95,0%,35,web,FEST20
2025-05-02,2025-05-02 07:33:54,CUST000000184751,541616,1,2000000233918,1,INR,1101,0%,56,app,SAVE50
2025-05-02,2025-05-02 07:33:54,CUST000000184751,541616,2,2000000432625,1,INR,13513,12%,1427,app,SAVE50
2025-05-02,2025-05-02 05:24:27,CUST000000165722,541617,1,2000000016047,1,INR,544,1%,65,app,
2025-05-02,2025-05-02 19:31:51,CUST000000222833,541618,1,2000000153315,Two,INR,8101,1%,800,app,
2025-05-02,2025-05-02 06:43:02,CUST000000081187,541619,1,2000000170312,Two,AUD,17,0%,2,app,
2025-05-02,2025-05-02 17:17:40,CUST000000080400,541620,1,2000000357805,1,INR,1916,9%,210,app,
2025-05-02,2025-05-02 17:17:40,CUST000000080400,541620,2,2000000293547,1,INR,515,13%,23,app,
2025-05-02,2025-05-02 17:17:40,CUST000000080400,541620,3,2000000259932,1,INR,4289,8%,472,app,
2025-05-02,2025-05-02 12:07:38,CUST000000028845,541621,1,2000000114958,1,INR,3849,1%,192,app,
2025-05-02,2025-05-02 12:00:30,CUST000000102759,541622,1,2000000495439,1,SGD,17,12%,1,web,FEST20
2025-05-02,2025-05-02 12:00:30,CUST000000102759,541622,2,2000000264837,1,SGD,31,7%,4,web,FEST20
2025-05-02,2025-05-02 07:09:02,CUST000000235479,541623,1,2000000415147,1,INR,3324,10%,359,web,
2025-05-02,2025-05-02 07:09:02,CUST000000235479,541623,2,2000000367811,1,INR,378,7%,43,web,
2025-05-02,2025-05-02 07:09:02,CUST000000235479,541623,3,2000000164816,1,INR,14244,1%,1701,web,
2025-05-02,2025-05-02 07:09:02,CUST000000235479,541623,4,2000000419008,1,INR,694,4%,80,web,
2025-05-02,2025-05-02 12:25:56,CUST000000034800,541624,1,2000000179810,1,GBP,900,7%,101,web,
2025-05-02,2025-05-02 12:25:56,CUST000000034800,541624,2,2000000214344,1,GBP,387,15%,17,web,
2025-05-02,2025-05-02 12:25:56,CUST000000034800,541624,3,2000000438955,3,GBP,62,7%,9,web,
2025-05-02,2025-05-02 05:55:21,CUST000000231656,541625,1,2000000440675,1,INR,413,0%,75,app,
2025-05-02,2025-05-02 05:55:21,CUST000000231656,541625,2,2000000430737,1,INR,3941,0%,710,app,
2025-05-02,2025-05-02 14:40:09,CUST000000166927,541626,1,2000000365015,1,GBP,70,16%,8,app,SAVE50
2025-05-02,2025-05-02 13:18:02,CUST000000021119,541627,1,2000000487526,1,GBP,14,5%,2,app,
2025-05-02,2025-05-02 13:18:02,CUST000000021119,541627,2,2000000498584,1,GBP,1082,19%,106,app,
2025-05-02,2025-05-02 03:53:14,CUST000000287044,541628,1,2000000171234,1,INR,1766,0%,212,web,NEW10
2025-05-02,2025-05-02 03:57:36,CUST000000169882,541629,1,2000000215648,3,GBP,13,26%,4,web,
2025-05-02,2025-05-02 16:32:42,CUST000000110373,541630,1,2000000250236,3,USD,$49,6%,7,app,PRIME5
2025-05-02,2025-05-02 17:53:10,CUST000000009206,541631,1,2000000377148,1,USD,$91,14%,10,app,
2025-05-02,2025-05-02 05:35:36,CUST000000063647,541632,1,2000000461861,1,USD,$491,20%,20,web,
2025-05-02,2025-05-02 20:17:58,CUST000000289780,541633,1,2000000136011,1,INR,1467,7%,247,web,
2025-05-02,2025-05-02 18:58:04,CUST000000121467,541634,1,2000000200262,1,SGD,13,1%,2,app,
2025-05-02,2025-05-02 18:58:04,CUST000000121467,541634,2,2000000402222,Two,SGD,15,19%,3,app,
2025-05-02,2025-05-02 21:51:44,CUST000000178435,541635,1,2000000496030,1,AUD,85,4%,5,web,
2025-05-02,2025-05-02 17:08:52,CUST000000225529,541636,1,2000000355849,1,USD,$5,8%,1,web,
2025-05-02,2025-05-02 17:08:52,CUST000000225529,541636,2,2000000475400,1,USD,$19,0%,3,web,
2025-05-02,2025-05-02 17:08:52,CUST000000225529,541636,3,2000000403182,1,USD,$573,2%,29,web,
2025-05-02,2025-05-02 17:08:52,CUST000000225529,541636,4,2000000103525,1,USD,$95,23%,14,web,
2025-05-02,2025-05-02 16:32:39,CUST000000080890,541637,1,2000000365077,1,GBP,460,10%,50,app,
2025-05-02,2025-05-02 16:32:39,CUST000000080890,541637,2,2000000217383,1,GBP,93,3%,17,app,
2025-05-02,2025-05-02 16:32:39,CUST000000080890,541637,3,2000000240411,1,GBP,49,16%,3,app,
2025-05-02,2025-05-02 11:15:39,CUST000000171339,541638,1,2000000118048,1,INR,20855,21%,2974,app,
2025-05-02,2025-05-02 14:31:49,CUST000000264381,541639,1,2000000033327,1,INR,1283,3%,150,app,
2025-05-02,2025-05-02 14:31:49,CUST000000264381,541639,2,2000000083575,1,INR,2097,12%,223,app,
2025-05-02,2025-05-02 04:39:36,CUST000000292563,541640,1,2000000445373,1,INR,11984,7%,559,web,
2025-05-02,2025-05-02 08:18:01,CUST000000274292,541641,1,2000000379098,1,INR,2580,12%,114,app,
2025-05-02,2025-05-02 03:46:58,CUST000000172181,541642,1,2000000041377,1,AUD,96,1%,12,app,PRIME5
2025-05-02,2025-05-02 03:46:58,CUST000000172181,541642,2,2000000303581,1,AUD,708,17%,71,app,PRIME5
2025-05-02,2025-05-02 03:46:58,CUST000000172181,541642,3,2000000034850,1,AUD,296,14%,13,app,PRIME5
2025-05-02,2025-05-02 21:36:42,CUST000000111307,541643,1,2000000288680,1,AED,32,10%,2,web,PRIME5
2025-05-02,2025-05-02 21:36:42,CUST000000111307,541643,2,2000000146379,1,AED,404,30%,15,web,PRIME5
2025-05-02,2025-05-02 10:46:11,CUST000000062667,541644,1,2000000300252,4,INR,1273,9%,234,web,
2025-05-02,2025-05-02 19:22:26,CUST000000155107,541645,1,2000000069661,1,AED,131,0%,16,web,PRIME5
2025-05-02,2025-05-02 11:57:33,CUST000000021484,541646,1,2000000312675,1,GBP,33,9%,4,web,
2025-05-02,2025-05-02 06:30:34,CUST000000278400,541647,1,2000000270111,1,SGD,192,2%,23,web,
2025-05-02,2025-05-02 06:30:34,CUST000000278400,541647,2,2000000304281,1,SGD,26,17%,3,web,
2025-05-02,2025-05-02 03:54:35,CUST000000057295,541648,1,2000000251868,Two,AED,1629,10%,527,app,NEW10
2025-05-02,2025-05-02 21:25:19,CUST000000281914,541649,1,2000000436203,1,INR,917,20%,37,app,
2025-05-02,2025-05-02 21:25:19,CUST000000281914,541649,2,2000000332734,1,INR,254,15%,11,app,
2025-05-02,2025-05-02 21:25:19,CUST000000281914,541649,3,2000000315324,1,INR,3589,3%,418,app,
2025-05-02,2025-05-02 18:17:36,CUST000000118812,541650,1,2000000323374,1,INR,6719,9%,1099,web,
2025-05-02,2025-05-02 22:52:11,CUST000000010854,541651,1,2000000394459,1,INR,14969,5%,714,web,
2025-05-02,2025-05-02 16:57:40,CUST000000140818,541652,1,2000000230160,1,AED,122,1%,7,web,
2025-05-02,2025-05-02 16:57:40,CUST000000140818,541652,2,2000000009674,1,AED,322,6%,16,web,
2025-05-02,2025-05-02 11:13:13,CUST000000207535,541653,1,2000000133140,Two,AUD,105,12%,23,web,
2025-05-02,2025-05-02 07:35:41,CUST000000228593,541654,1,2000000204499,1,CAD,61,9%,7,web,
2025-05-02,2025-05-02 02:09:25,CUST000000107235,541655,1,2000000183053,3,AED,39,0%,15,app,
2025-05-02,2025-05-02 14:05:33,CUST000000174688,541656,1,2000000080932,3,INR,3187,18%,936,web,
2025-05-02,2025-05-02 14:05:33,CUST000000174688,541656,2,2000000467283,Two,INR,1515,8%,140,web,
2025-05-02,2025-05-02 14:05:33,CUST000000174688,541656,3,2000000188409,1,INR,928,12%,98,web,
2025-05-02,2025-05-02 18:38:29,CUST000000180758,541657,1,2000000246697,1,INR,7588,2%,895,app,
