dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-04-25,2025-04-25 22:04:48,CUST000000023555,533740,1,2000000233406,1,INR,111777,3%,13070,app,NEW10
2025-04-25,2025-04-25 07:53:06,CUST000000214229,533741,1,2000000202174,1,USD,$37,19%,4,web,NEW10
2025-04-25,2025-04-25 07:53:06,CUST000000214229,533741,2,2000000415352,1,USD,$21,10%,3,web,NEW10
2025-04-25,2025-04-25 07:53:06,CUST000000214229,533741,3,2000000480008,1,USD,$420,0%,51,web,NEW10
2025-04-25,2025-04-25 23:48:19,CUST000000070944,533742,1,2000000287966,1,INR,12016,0%,1442,app,
2025-04-25,2025-04-25 03:52:23,CUST000000189852,533743,1,2000000099477,1,INR,13783,10%,1493,app,
2025-04-25,2025-04-25 03:52:23,CUST000000189852,533743,2,2000000168104,Two,INR,780,9%,170,app,
2025-04-25,2025-04-25 12:49:48,CUST000000271495,533744,1,2000000105475,1,INR,11096,18%,455,web,
2025-04-25,2025-04-25 15:00:50,CUST000000096640,533745,1,2000000430751,1,INR,18452,22%,2585,web,
2025-04-25,2025-04-25 15:00:50,CUST000000096640,533745,2,2000000496153,1,INR,2557,0%,128,web,
2025-04-25,2025-04-25 15:00:50,CUST000000096640,533745,3,2000000359793,1,INR,64715,7%,3017,web,
2025-04-25,2025-04-25 18:37:06,CUST000000297950,533746,1,2000000343129,1,INR,3178,11%,340,app,PRIME5
2025-04-25,2025-04-25 18:37:06,CUST000000297950,533746,2,2000000063256,Two,INR,9308,2%,2195,app,PRIME5
2025-04-25,2025-04-25 17:04:07,CUST000000195444,533747,1,2000000363851,1,GBP,97,10%,11,app,PRIME5
2025-04-25,2025-04-25 17:04:07,CUST000000195444,533747,2,2000000432106,1,GBP,88,0%,5,app,PRIME5
2025-04-25,2025-04-25 18:06:53,CUST000000277163,533748,1,2000000346656,Two,AED,207,10%,45,web,
2025-04-25,2025-04-25 18:06:53,CUST000000277163,533748,2,2000000353944,Two,AED,4,7%,1,web,
2025-04-25,2025-04-25 10:16:02,CUST000000094257,533749,1,2000000426167,Two,INR,229,0%,83,app,
2025-04-25,2025-04-25 13:00:07,CUST000000014071,533750,1,2000000217857,1,USD,$10,0%,1,app,PRIME5
2025-04-25,2025-04-25 13:06:54,CUST000000118266,533751,1,2000000296333,Two,SGD,14,15%,5,app,
2025-04-25,2025-04-25 13:06:54,CUST000000118266,533751,2,2000000062723,1,SGD,49,4%,6,app,
2025-04-25,2025-04-25 16:17:33,CUST000000098061,533752,1,2000000443607,1,INR,62338,7%,6979,app,
2025-04-25,2025-04-25 04:57:56,CUST000000221279,533753,1,2000000012902,1,INR,1132,0%,204,app,
2025-04-25,2025-04-25 19:59:23,CUST000000189606,533754,1,2000000361185,1,USD,$21,0%,3,web,
2025-04-25,2025-04-25 19:59:23,CUST000000189606,533754,2,2000000257563,1,USD,$3,16%,1,web,
2025-04-25,2025-04-25 19:59:23,CUST000000189606,533754,3,2000000130798,1,USD,$95,11%,11,web,
2025-04-25,2025-04-25 04:20:36,CUST000000177541,533755,1,2000000039312,1,AUD,268,16%,28,web,
2025-04-25,2025-04-25 04:20:36,CUST000000177541,533755,2,2000000124438,1,AUD,33,3%,4,web,
2025-04-25,2025-04-25 04:20:36,CUST000000177541,533755,3,2000000093284,1,AUD,8,6%,1,web,
2025-04-25,2025-04-25 09:53:23,CUST000000034433,533756,1,2000000381978,1,SGD,170,16%,26,app,FEST20
2025-04-25,2025-04-25 16:43:22,CUST000000297756,533757,1,2000000225128,1,INR,1006,8%,112,app,
2025-04-25,2025-04-25 17:45:50,CUST000000115944,533758,1,2000000424033,1,USD,$21,1%,3,app,NEW10
2025-04-25,2025-04-25 17:45:50,CUST000000115944,533758,2,2000000193601,Two,USD,$5,15%,1,app,NEW10
2025-04-25,2025-04-25 06:50:26,CUST000000101648,533759,1,2000000316093,1,INR,6217,12%,275,web,
2025-04-25,2025-04-25 14:47:43,CUST000000183553,533760,1,2000000327587,1,SGD,24,5%,3,app,PRIME5
2025-04-25,2025-04-25 18:47:50,CUST000000090562,533761,1,2000000005164,1,INR,13369,0%,669,app,NEW10
2025-04-25,2025-04-25 17:45:32,CUST000000215019,533762,1,2000000150291,1,SGD,1594,0%,288,web,FEST20
2025-04-25,2025-04-25 17:45:32,CUST000000215019,533762,2,2000000428314,1,SGD,173,4%,9,web,FEST20
