dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2024-06-13,2024-06-13 14:17:51,CUST000000000405,182194,1,2000000319292,1,USD,$158,0%,19,web,
2024-06-13,2024-06-13 20:35:02,CUST000000143098,182195,1,2000000213811,1,CAD,110,15%,12,app,FEST20
2024-06-13,2024-06-13 07:09:38,CUST000000270725,182196,1,2000000181301,1,INR,2198,4%,106,web,FEST20
2024-06-13,2024-06-13 07:09:38,CUST000000270725,182196,2,2000000383460,1,INR,2999,4%,144,web,FEST20
2024-06-13,2024-06-13 06:25:20,CUST000000245227,182197,1,2000000014180,1,INR,66222,10%,2969,web,NEW10
2024-06-13,2024-06-13 06:25:20,CUST000000245227,182197,2,2000000375236,Two,INR,7501,12%,2385,web,NEW10
2024-06-13,2024-06-13 07:57:57,CUST000000211574,182198,1,2000000410692,1,GBP,74,22%,11,app,FEST20
2024-06-13,2024-06-13 07:57:57,CUST000000211574,182198,2,2000000418179,1,GBP,134,3%,16,app,FEST20
2024-06-13,2024-06-13 07:57:57,CUST000000211574,182198,3,2000000430195,1,GBP,282,17%,12,app,FEST20
2024-06-13,2024-06-13 07:57:57,CUST000000211574,182198,4,2000000396828,1,GBP,10,24%,1,app,FEST20
2024-06-13,2024-06-13 07:57:57,CUST000000211574,182198,5,2000000297729,1,GBP,22,5%,4,app,FEST20
2024-06-13,2024-06-13 05:37:59,CUST000000145007,182199,1,2000000092287,1,INR,69622,3%,8105,web,PRIME5
2024-06-13,2024-06-13 14:28:57,CUST000000276866,182200,1,2000000231839,Two,INR,5143,0%,1235,app,NEW10
2024-06-13,2024-06-13 14:28:57,CUST000000276866,182200,2,2000000246079,Two,INR,5426,4%,1251,app,NEW10
2024-06-13,2024-06-13 14:28:57,CUST000000276866,182200,3,2000000176048,1,INR,65391,19%,6363,app,NEW10
2024-06-13,2024-06-13 14:28:57,CUST000000276866,182200,4,2000000113265,1,INR,1930,4%,93,app,NEW10
2024-06-13,2024-06-13 13:14:17,CUST000000225587,182201,1,2000000227986,Two,INR,942,0%,95,app,
