dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-06-27,2025-06-27 13:27:55,CUST000000106381,605067,1,2000000412610,1,AED,348,0%,42,web,
2025-06-27,2025-06-27 13:27:55,CUST000000106381,605067,2,2000000226798,1,AED,383,0%,46,web,
2025-06-27,2025-06-27 14:18:39,CUST000000081164,605068,1,2000000193328,1,INR,2051,10%,332,web,
2025-06-27,2025-06-27 11:58:16,CUST000000205978,605069,1,2000000486529,Two,USD,$17,6%,5,app,
2025-06-27,2025-06-27 23:51:17,CUST000000242039,605070,1,2000000388991,1,INR,2616,0%,472,web,
2025-06-27,2025-06-27 23:51:17,CUST000000242039,605070,2,2000000406497,3,INR,1561,9%,213,web,
2025-06-27,2025-06-27 23:51:17,CUST000000242039,605070,3,2000000493251,1,INR,1644,14%,171,web,
2025-06-27,2025-06-27 13:19:55,CUST000000052451,605071,1,2000000225074,1,INR,12032,1%,599,app,NEW10
2025-06-27,2025-06-27 14:32:39,CUST000000110217,605072,1,2000000061054,1,INR,4968,0%,595,web,SAVE50
2025-06-27,2025-06-27 21:47:50,CUST000000075599,605073,1,2000000452609,1,GBP,51,0%,3,web,PRIME5
2025-06-27,2025-06-27 10:53:14,CUST000000270764,605074,1,2000000134611,Two,SGD,948,2%,334,app,
2025-06-27,2025-06-27 10:53:14,CUST000000270764,605074,2,2000000176802,Two,SGD,32,8%,4,app,
2025-06-27,2025-06-27 12:29:40,CUST000000189895,605075,1,2000000035154,1,USD,$49,22%,5,app,
2025-06-27,2025-06-27 15:05:00,CUST000000212294,605076,1,2000000406343,3,USD,$37,20%,11,app,
2025-06-27,2025-06-27 15:05:00,CUST000000212294,605076,2,2000000477114,Two,USD,$2,3%,1,app,
2025-06-27,2025-06-27 03:58:02,CUST000000101864,605077,1,2000000240947,1,GBP,711,5%,34,web,
2025-06-27,2025-06-27 17:14:29,CUST000000279985,605078,1,2000000348742,1,INR,12229,14%,1265,app,
2025-06-27,2025-06-27 17:14:29,CUST000000279985,605078,2,2000000094830,1,INR,5128,0%,616,app,
2025-06-27,2025-06-27 17:14:29,CUST000000279985,605078,3,2000000049236,1,INR,3392,0%,408,app,
2025-06-27,2025-06-27 04:36:30,CUST000000280614,605079,1,2000000303888,Two,INR,76687,2%,7504,app,FEST20
2025-06-27,2025-06-27 04:36:30,CUST000000280614,605079,2,2000000100678,1,INR,701,13%,110,app,FEST20
2025-06-27,2025-06-27 04:36:30,CUST000000280614,605079,3,2000000298450,Two,INR,2126,9%,700,app,FEST20
2025-06-27,2025-06-27 19:35:59,CUST000000290521,605080,1,2000000068190,1,INR,51834,14%,5331,app,
2025-06-27,2025-06-27 19:35:59,CUST000000290521,605080,2,2000000383064,1,INR,2034,19%,83,app,
2025-06-27,2025-06-27 19:35:59,CUST000000290521,605080,3,2000000498126,1,INR,2857,7%,320,app,
2025-06-27,2025-06-27 19:35:59,CUST000000290521,605080,4,2000000212760,1,INR,775,10%,85,app,
2025-06-27,2025-06-27 14:22:58,CUST000000285476,605081,1,2000000128313,1,USD,$834,3%,146,app,
2025-06-27,2025-06-27 13:18:39,CUST000000243718,605082,1,2000000088747,1,INR,1153,11%,52,app,
2025-06-27,2025-06-27 13:18:39,CUST000000243718,605082,2,2000000041933,1,INR,13181,5%,1505,app,
2025-06-27,2025-06-27 13:18:39,CUST000000243718,605082,3,2000000490687,1,INR,5347,14%,831,app,
2025-06-27,2025-06-27 11:20:51,CUST000000078925,605083,1,2000000113708,1,INR,3190,15%,327,web,
2025-06-27,2025-06-27 11:20:51,CUST000000078925,605083,2,2000000447018,1,INR,3623,0%,182,web,
2025-06-27,2025-06-27 11:16:53,CUST000000142800,605084,1,2000000063560,1,INR,101411,19%,9859,web,NEW10
2025-06-27,2025-06-27 01:31:13,CUST000000247649,605085,1,2000000040424,Two,GBP,24,24%,5,app,
2025-06-27,2025-06-27 01:31:13,CUST000000247649,605085,2,2000000235899,1,GBP,42,0%,6,app,
2025-06-27,2025-06-27 09:30:48,CUST000000199872,605086,1,2000000168432,1,GBP,7,14%,1,app,
2025-06-27,2025-06-27 17:17:33,CUST000000101369,605087,1,2000000119656,3,AED,33,0%,13,app,
2025-06-27,2025-06-27 10:36:09,CUST000000019558,605088,1,2000000298245,3,INR,4751,0%,1711,web,
2025-06-27,2025-06-27 10:36:09,CUST000000019558,605088,2,2000000490403,Two,INR,3597,1%,357,web,
2025-06-27,2025-06-27 10:36:09,CUST000000019558,605088,3,2000000458502,1,INR,2093,10%,340,web,
2025-06-27,2025-06-27 10:36:09,CUST000000019558,605088,4,2000000273792,1,INR,2071,7%,232,web,
2025-06-27,2025-06-27 14:26:27,CUST000000134714,605089,1,2000000102764,1,GBP,21,8%,4,app,
2025-06-27,2025-06-27 13:47:31,CUST000000208415,605090,1,2000000395272,1,INR,15276,6%,1727,app,
2025-06-27,2025-06-27 13:47:31,CUST000000208415,605090,2,2000000093024,1,INR,16178,20%,1555,app,
2025-06-27,2025-06-27 07:27:24,CUST000000232616,605091,1,2000000162386,1,INR,2496,0%,300,web,
2025-06-27,2025-06-27 00:12:39,CUST000000035857,605092,1,2000000435930,4,INR,9008,11%,1610,web,
2025-06-27,2025-06-27 00:12:39,CUST000000035857,605092,2,2000000477985,Two,INR,3977,9%,1310,web,
2025-06-27,2025-06-27 00:12:39,CUST000000035857,605092,3,2000000062105,1,INR,564,0%,102,web,
2025-06-27,2025-06-27 07:28:26,CUST000000034545,605093,1,2000000309866,1,SGD,873,11%,94,web,
2025-06-27,2025-06-27 22:55:06,CUST000000126343,605094,1,2000000439037,1,AED,27,17%,5,app,NEW10
2025-06-27,2025-06-27 22:55:06,CUST000000126343,605094,2,2000000087177,1,AED,105,10%,18,app,NEW10
2025-06-27,2025-06-27 22:55:06,CUST000000126343,605094,3,2000000318158,1,AED,24,3%,3,app,NEW10
2025-06-27,2025-06-27 10:19:54,CUST000000140692,605095,1,2000000378800,1,USD,$5,23%,1,app,
2025-06-27,2025-06-27 20:24:03,CUST000000047502,605096,1,2000000107059,3,SGD,47,6%,7,app,FEST20
2025-06-27,2025-06-27 19:22:27,CUST000000046354,605097,1,2000000404752,1,AED,97,6%,11,app,
2025-06-27,2025-06-27 15:44:57,CUST000000021504,605098,1,2000000182667,1,INR,85028,7%,9441,app,FEST20
2025-06-27,2025-06-27 15:44:57,CUST000000021504,605098,2,2000000438542,1,INR,13109,4%,1506,app,FEST20
2025-06-27,2025-06-27 15:44:57,CUST000000021504,605098,3,2000000313610,1,INR,5849,2%,686,app,FEST20
2025-06-27,2025-06-27 15:44:57,CUST000000021504,605098,4,2000000496528,Two,INR,12095,0%,1210,app,FEST20
2025-06-27,2025-06-27 19:00:23,CUST000000070172,605099,1,2000000471839,1,INR,7861,4%,377,app,
2025-06-27,2025-06-27 19:00:23,CUST000000070172,605099,2,2000000491189,Two,INR,4388,21%,831,app,
2025-06-27,2025-06-27 17:21:56,CUST000000083181,605100,1,2000000466385,1,AED,1616,8%,178,web,
2025-06-27,2025-06-27 11:47:57,CUST000000224625,605101,1,2000000332987,1,INR,6097,0%,730,web,
2025-06-27,2025-06-27 12:24:15,CUST000000083557,605102,1,2000000442624,1,INR,6016,17%,600,app,FEST20
2025-06-27,2025-06-27 12:24:15,CUST000000083557,605102,2,2000000427706,1,INR,503,10%,55,app,FEST20
2025-06-27,2025-06-27 19:42:09,CUST000000265117,605103,1,2000000189536,Two,INR,1208,15%,104,app,PRIME5
2025-06-27,2025-06-27 19:42:09,CUST000000265117,605103,2,2000000110851,1,INR,4135,2%,731,app,PRIME5
2025-06-27,2025-06-27 18:34:40,CUST000000000546,605104,1,2000000062419,1,INR,43215,0%,5186,web,
2025-06-27,2025-06-27 18:34:40,CUST000000000546,605104,2,2000000470689,1,INR,5485,9%,896,web,
2025-06-27,2025-06-27 15:41:37,CUST000000022396,605105,1,2000000315881,1,INR,21299,0%,2556,web,
2025-06-27,2025-06-27 14:09:15,CUST000000133289,605106,1,2000000254630,1,GBP,17,4%,1,app,
2025-06-27,2025-06-27 06:56:00,CUST000000023678,605107,1,2000000311012,1,INR,2825,6%,318,app,
2025-06-27,2025-06-27 06:18:34,CUST000000237168,605108,1,2000000463162,1,INR,7122,3%,825,app,
2025-06-27,2025-06-27 23:10:44,CUST000000005799,605109,1,2000000139036,Two,USD,$5,11%,2,web,FEST20
2025-06-27,2025-06-27 09:19:23,CUST000000244654,605110,1,2000000417301,1,USD,$441,17%,45,app,
2025-06-27,2025-06-27 08:29:28,CUST000000238195,605111,1,2000000275093,4,INR,536,4%,104,app,
2025-06-27,2025-06-27 08:29:28,CUST000000238195,605111,2,2000000108193,1,INR,609,7%,103,app,
2025-06-27,2025-06-27 08:29:28,CUST000000238195,605111,3,2000000202143,1,INR,1703,11%,272,app,
2025-06-27,2025-06-27 08:29:28,CUST000000238195,605111,4,2000000001869,Two,INR,263,9%,58,app,
2025-06-27,2025-06-27 06:07:34,CUST000000067857,605112,1,2000000115832,1,INR,38284,8%,1756,web,PRIME5
2025-06-27,2025-06-27 11:29:16,CUST000000021614,605113,1,2000000186887,1,AUD,293,9%,33,web,
2025-06-27,2025-06-27 08:59:39,CUST000000287411,605114,1,2000000315812,1,INR,3894,4%,449,app,
2025-06-27,2025-06-27 15:56:26,CUST000000101978,605115,1,2000000419121,1,SGD,1575,23%,61,app,
2025-06-27,2025-06-27 15:56:26,CUST000000101978,605115,2,2000000349626,1,SGD,33,10%,4,app,
2025-06-27,2025-06-27 20:25:39,CUST000000138760,605116,1,2000000092614,1,AUD,27,4%,5,app,
2025-06-27,2025-06-27 20:25:39,CUST000000138760,605116,2,2000000435695,Two,AUD,40,0%,10,app,
2025-06-27,2025-06-27 20:25:39,CUST000000138760,605116,3,2000000182636,1,AUD,45,7%,8,app,
2025-06-27,2025-06-27 13:05:10,CUST000000034868,605117,1,2000000362038,3,GBP,1077,0%,162,web,NEW10
2025-06-27,2025-06-27 13:05:10,CUST000000034868,605117,2,2000000372259,1,GBP,70,1%,13,web,NEW10
2025-06-27,2025-06-27 13:05:10,CUST000000034868,605117,3,2000000360973,1,GBP,64,0%,4,web,NEW10
2025-06-27,2025-06-27 13:05:10,CUST000000034868,605117,4,2000000242606,Two,GBP,41,2%,10,web,NEW10
2025-06-27,2025-06-27 13:12:16,CUST000000179839,605118,1,2000000166070,1,AED,183,5%,9,web,FEST20
2025-06-27,2025-06-27 01:59:13,CUST000000267104,605119,1,2000000103679,1,INR,631,21%,25,web,
2025-06-27,2025-06-27 23:49:47,CUST000000183853,605120,1,2000000339849,1,USD,$689,4%,80,web,
2025-06-27,2025-06-27 08:12:51,CUST000000244813,605121,1,2000000483702,1,INR,10229,12%,1629,web,
2025-06-27,2025-06-27 09:53:05,CUST000000103778,605122,1,2000000278353,1,INR,4622,14%,476,app,
2025-06-27,2025-06-27 15:39:38,CUST000000154700,605123,1,2000000290645,1,SGD,86,0%,11,app,PRIME5
2025-06-27,2025-06-27 08:43:37,CUST000000038251,605124,1,2000000362779,1,GBP,22,8%,3,web,
2025-06-27,2025-06-27 08:43:37,CUST000000038251,605124,2,2000000025872,1,GBP,31,5%,4,web,
2025-06-27,2025-06-27 16:46:07,CUST000000034144,605125,1,2000000164151,Two,GBP,4,7%,1,app,FEST20
2025-06-27,2025-06-27 16:46:07,CUST000000034144,605125,2,2000000157511,1,GBP,2,5%,1,app,FEST20
2025-06-27,2025-06-27 16:46:07,CUST000000034144,605125,3,2000000459202,1,GBP,24,11%,2,app,FEST20
