dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-01-07,2025-01-07 03:25:11,CUST000000205788,413134,1,2000000431260,1,INR,1456,13%,228,app,FEST20
2025-01-07,2025-01-07 11:31:53,CUST000000142099,413135,1,2000000103990,1,INR,2297,21%,326,app,
2025-01-07,2025-01-07 18:35:31,CUST000000283154,413136,1,2000000396675,1,SGD,7,8%,1,web,NEW10
2025-01-07,2025-01-07 10:01:48,CUST000000109910,413137,1,2000000400846,1,INR,2059,10%,223,app,
2025-01-07,2025-01-07 10:01:48,CUST000000109910,413137,2,2000000238081,1,INR,5121,0%,255,app,
2025-01-07,2025-01-07 10:01:48,CUST000000109910,413137,3,2000000293752,1,INR,2077,20%,84,app,
2025-01-07,2025-01-07 10:01:48,CUST000000109910,413137,4,2000000340715,1,INR,1418,0%,171,app,
2025-01-07,2025-01-07 10:33:41,CUST000000162522,413138,1,2000000440347,1,AED,4005,14%,412,web,
2025-01-07,2025-01-07 10:33:41,CUST000000162522,413138,2,2000000077086,1,AED,370,15%,57,web,
2025-01-07,2025-01-07 11:16:58,CUST000000091107,413139,1,2000000367194,1,INR,1737,11%,78,web,
2025-01-07,2025-01-07 11:16:58,CUST000000091107,413139,2,2000000230443,1,INR,3198,30%,270,web,
2025-01-07,2025-01-07 11:16:58,CUST000000091107,413139,3,2000000344553,1,INR,202,0%,37,web,
2025-01-07,2025-01-07 11:16:58,CUST000000091107,413139,4,2000000366562,1,INR,1269,9%,139,web,
2025-01-07,2025-01-07 11:16:58,CUST000000091107,413139,5,2000000163604,1,INR,978,0%,49,web,
2025-01-07,2025-01-07 18:56:21,CUST000000079975,413140,1,2000000454535,1,SGD,968,16%,98,web,
2025-01-07,2025-01-07 01:40:18,CUST000000137846,413141,1,2000000268125,1,INR,4658,14%,723,web,SAVE50
