dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2024-03-12,2024-03-12 15:51:09,CUST000000000537,78113,1,2000000468891,1,INR,1021,3%,178,web,FEST20
2024-03-12,2024-03-12 15:51:09,CUST000000000537,78113,2,2000000487205,1,INR,26320,15%,2683,web,FEST20
2024-03-12,2024-03-12 15:51:09,CUST000000000537,78113,3,2000000226095,1,INR,438,3%,77,web,FEST20
2024-03-12,2024-03-12 15:23:29,CUST000000121618,78114,1,2000000056593,1,USD,$90,4%,5,app,NEW10
2024-03-12,2024-03-12 15:23:29,CUST000000121618,78114,2,2000000179278,1,USD,$39,6%,5,app,NEW10
2024-03-12,2024-03-12 15:23:29,CUST000000121618,78114,3,2000000203577,1,USD,$14,9%,1,app,NEW10
2024-03-12,2024-03-12 19:15:57,CUST000000090797,78115,1,2000000203867,1,INR,48965,8%,2260,app,
2024-03-12,2024-03-12 21:36:54,CUST000000076896,78116,1,2000000193304,Two,INR,1415,13%,124,app,
2024-03-12,2024-03-12 21:36:54,CUST000000076896,78116,2,2000000116235,Two,INR,1713,10%,557,app,
2024-03-12,2024-03-12 21:36:54,CUST000000076896,78116,3,2000000074641,1,INR,2521,9%,413,app,
2024-03-12,2024-03-12 21:36:54,CUST000000076896,78116,4,2000000269443,1,INR,1781,5%,304,app,
2024-03-12,2024-03-12 20:06:12,CUST000000040467,78117,1,2000000455327,1,GBP,7,7%,1,app,
2024-03-12,2024-03-12 20:06:12,CUST000000040467,78117,2,2000000211619,Two,GBP,5,14%,2,app,
2024-03-12,2024-03-12 20:06:12,CUST000000040467,78117,3,2000000447094,1,GBP,115,24%,11,app,
2024-03-12,2024-03-12 13:50:39,CUST000000258309,78118,1,2000000395364,4,AED,31,0%,16,web,
2024-03-12,2024-03-12 06:06:46,CUST000000165110,78119,1,2000000152042,1,AUD,50,14%,3,web,
2024-03-12,2024-03-12 06:12:23,CUST000000050578,78120,1,2000000040028,1,SGD,20,17%,2,web,PRIME5
2024-03-12,2024-03-12 06:12:23,CUST000000050578,78120,2,2000000059631,1,SGD,40,23%,4,web,PRIME5
2024-03-12,2024-03-12 13:45:38,CUST000000104462,78121,1,2000000050249,Two,INR,1179,0%,284,web,
2024-03-12,2024-03-12 13:45:38,CUST000000104462,78121,2,2000000110813,Two,INR,1495,16%,127,web,
2024-03-12,2024-03-12 20:27:16,CUST000000114784,78122,1,2000000154947,1,INR,13290,7%,2224,app,FEST20
2024-03-12,2024-03-12 20:27:16,CUST000000114784,78122,2,2000000495682,1,INR,15536,8%,718,app,FEST20
2024-03-12,2024-03-12 01:26:52,CUST000000276456,78123,1,2000000387369,3,INR,2844,24%,778,app,
2024-03-12,2024-03-12 01:26:52,CUST000000276456,78123,2,2000000193359,Two,INR,14555,1%,5209,app,
2024-03-12,2024-03-12 03:15:10,CUST000000085909,78124,1,2000000155203,1,INR,221,10%,24,web,
2024-03-12,2024-03-12 12:17:55,CUST000000231174,78125,1,2000000268132,1,INR,15977,7%,745,web,
2024-03-12,2024-03-12 10:07:53,CUST000000299433,78126,1,2000000009148,1,GBP,63,9%,7,web,
2024-03-12,2024-03-12 03:58:13,CUST000000075558,78127,1,2000000483993,1,AED,101,1%,13,app,PRIME5
2024-03-12,2024-03-12 06:37:34,CUST000000072668,78128,1,2000000344133,1,INR,5374,14%,556,web,
2024-03-12,2024-03-12 06:37:34,CUST000000072668,78128,2,2000000080482,1,INR,584,0%,71,web,
2024-03-12,2024-03-12 06:37:34,CUST000000072668,78128,3,2000000442402,1,INR,1453,6%,247,web,
2024-03-12,2024-03-12 06:37:34,CUST000000072668,78128,4,2000000371047,1,INR,298,22%,43,web,
2024-03-12,2024-03-12 13:06:52,CUST000000137711,78129,1,2000000205762,3,INR,8236,10%,2682,app,
2024-03-12,2024-03-12 11:08:22,CUST000000104253,78130,1,2000000420813,1,INR,4611,0%,554,app,FEST20
2024-03-12,2024-03-12 11:08:22,CUST000000104253,78130,2,2000000071589,1,INR,315,16%,32,app,FEST20
